# SQM interaction energies (kcal/mol)
"name"	"PM6"	"PM6-D3H4"	"PM6-D3H4X"	"PM6-D3H4'X"	"PM7"	"DFTB3"	"DFTB3-D3"	"DFTB3-D3H4"	"DFTB3-D3H5"	"DFTB3-D3H5'"	"GFN-XTB2"
4.31_1.10_hydrogenfluoride--methanethiol	-1.863	-2.182	-2.182	-7.107	-0.610	-3.225	-3.715	-3.146	-5.929	-5.929	-4.495
4.31_1.25_hydrogenfluoride--methanethiol	-1.823	-2.146	-2.146	-6.292	-1.342	-2.182	-2.610	-2.326	-3.076	-3.076	-3.113
4.31_1.50_hydrogenfluoride--methanethiol	-1.189	-1.432	-1.432	-3.604	-1.354	-1.051	-1.364	-1.169	-1.286	-1.286	-1.738
4.31_2.00_hydrogenfluoride--methanethiol	-0.511	-0.592	-0.592	-0.627	-0.681	-0.406	-0.529	-0.445	-0.500	-0.500	-0.700
4.32_0.80_hydrogenfluoride--P4S3	10.024	9.472	9.469	-6.003	20.227	-0.539	-1.727	-0.763	-3.052	-3.052	2.041
4.32_0.85_hydrogenfluoride--P4S3	6.600	6.034	6.031	-9.756	14.784	-1.304	-2.460	-1.732	-4.885	-4.886	-0.126
4.32_0.90_hydrogenfluoride--P4S3	4.222	3.646	3.644	-12.206	10.780	-2.029	-3.152	-2.586	-6.313	-6.314	-1.325
4.32_0.95_hydrogenfluoride--P4S3	2.540	1.957	1.955	-13.702	7.807	-2.623	-3.710	-3.222	-6.980	-6.981	-1.894
4.32_1.00_hydrogenfluoride--P4S3	1.354	0.761	0.760	-14.458	5.580	-2.783	-3.833	-3.381	-6.621	-6.622	-2.080
4.32_1.05_hydrogenfluoride--P4S3	0.540	-0.066	-0.067	-14.616	3.903	-2.625	-3.635	-3.215	-5.625	-5.626	-2.048
4.32_1.10_hydrogenfluoride--P4S3	0.008	-0.610	-0.611	-14.284	2.638	-2.344	-3.312	-2.946	-4.512	-4.512	-1.905
4.32_1.25_hydrogenfluoride--P4S3	-0.569	-1.159	-1.160	-11.320	0.447	-1.460	-2.295	-2.201	-2.404	-2.404	-1.346
4.32_1.50_hydrogenfluoride--P4S3	-0.474	-0.924	-0.925	-4.851	-0.538	-0.704	-1.304	-1.211	-1.211	-1.211	-0.712
4.32_2.00_hydrogenfluoride--P4S3	-0.184	-0.324	-0.324	-0.332	-0.390	-0.315	-0.549	-0.467	-0.467	-0.467	-0.240
4.33_0.80_hydrogenfluoride--sulfane	5.316	5.506	5.506	0.976	10.551	0.148	-0.231	0.899	-1.192	-1.193	-0.655
4.33_0.85_hydrogenfluoride--sulfane	2.621	2.704	2.704	-2.106	6.579	-0.766	-1.139	-0.222	-3.299	-3.300	-2.684
4.33_0.90_hydrogenfluoride--sulfane	0.937	0.943	0.943	-4.050	3.927	-1.502	-1.868	-1.100	-5.000	-5.000	-3.637
4.33_0.95_hydrogenfluoride--sulfane	-0.128	-0.183	-0.183	-5.260	2.165	-2.221	-2.579	-1.892	-6.135	-6.135	-3.909
4.33_1.00_hydrogenfluoride--sulfane	-0.793	-0.902	-0.902	-5.968	0.997	-2.591	-2.940	-2.304	-6.273	-6.274	-3.795
4.33_1.05_hydrogenfluoride--sulfane	-1.186	-1.340	-1.340	-6.303	0.228	-2.564	-2.904	-2.324	-5.539	-5.540	-3.487
4.33_1.10_hydrogenfluoride--sulfane	-1.383	-1.571	-1.571	-6.346	-0.275	-2.352	-2.681	-2.174	-4.451	-4.452	-3.104
4.33_1.25_hydrogenfluoride--sulfane	-1.338	-1.531	-1.531	-5.357	-0.932	-1.516	-1.805	-1.577	-1.968	-1.968	-2.060
4.33_1.50_hydrogenfluoride--sulfane	-0.860	-1.036	-1.036	-2.799	-0.990	-0.712	-0.924	-0.753	-0.763	-0.763	-1.108
4.33_2.00_hydrogenfluoride--sulfane	-0.361	-0.412	-0.412	-0.419	-0.493	-0.279	-0.359	-0.291	-0.295	-0.295	-0.437
4.34_0.80_hydrogenfluoride--tetrahydrothiophene	7.378	6.815	6.811	2.671	13.954	-2.128	-3.128	-1.643	-2.511	-2.514	-2.943
4.34_0.85_hydrogenfluoride--tetrahydrothiophene	3.301	2.717	2.713	-1.777	8.466	-3.627	-4.601	-3.423	-4.988	-4.989	-5.674
4.34_0.90_hydrogenfluoride--tetrahydrothiophene	0.795	0.203	0.200	-4.563	4.755	-4.019	-4.966	-4.034	-6.392	-6.393	-7.098
4.34_0.95_hydrogenfluoride--tetrahydrothiophene	-0.735	-1.327	-1.330	-6.284	2.268	-4.222	-5.141	-4.379	-7.444	-7.445	-7.595
4.34_1.00_hydrogenfluoride--tetrahydrothiophene	-1.662	-2.254	-2.256	-7.316	0.618	-4.506	-5.396	-4.725	-8.187	-8.188	-7.499
4.34_1.05_hydrogenfluoride--tetrahydrothiophene	-2.206	-2.803	-2.804	-7.885	-0.463	-4.626	-5.486	-4.864	-8.277	-8.278	-7.065
4.34_1.10_hydrogenfluoride--tetrahydrothiophene	-2.496	-3.101	-3.102	-8.122	-1.159	-4.417	-5.245	-4.669	-7.630	-7.630	-6.468
4.34_1.25_hydrogenfluoride--tetrahydrothiophene	-2.494	-3.095	-3.095	-7.508	-2.002	-3.102	-3.826	-3.505	-4.537	-4.537	-4.590
4.34_1.50_hydrogenfluoride--tetrahydrothiophene	-1.664	-2.085	-2.086	-4.660	-1.921	-1.524	-2.062	-1.897	-2.036	-2.036	-2.570
4.34_2.00_hydrogenfluoride--tetrahydrothiophene	-0.715	-0.869	-0.869	-0.968	-0.967	-0.571	-0.797	-0.698	-0.755	-0.755	-0.977
4.35_0.80_hydrogenfluoride--thioacetone	6.668	6.632	6.623	2.347	13.083	-3.546	-4.245	-2.392	-4.121	-4.229	-2.932
4.35_0.85_hydrogenfluoride--thioacetone	3.105	3.060	3.053	-1.552	8.086	-4.654	-5.340	-3.767	-6.472	-6.554	-5.515
4.35_0.90_hydrogenfluoride--thioacetone	0.891	0.832	0.828	-4.024	4.685	-4.957	-5.636	-4.290	-8.026	-8.086	-6.815
4.35_0.95_hydrogenfluoride--thioacetone	-0.498	-0.580	-0.583	-5.593	2.377	-5.206	-5.874	-4.688	-9.217	-9.259	-7.240
4.35_1.00_hydrogenfluoride--thioacetone	-1.377	-1.494	-1.495	-6.575	0.820	-5.463	-6.115	-5.030	-9.829	-9.856	-7.117
4.35_1.05_hydrogenfluoride--thioacetone	-1.924	-2.087	-2.088	-7.151	-0.224	-5.431	-6.064	-5.060	-9.507	-9.524	-6.687
4.35_1.10_hydrogenfluoride--thioacetone	-2.238	-2.454	-2.455	-7.418	-0.915	-5.078	-5.691	-4.781	-8.403	-8.412	-6.111
4.35_1.25_hydrogenfluoride--thioacetone	-2.331	-2.657	-2.658	-6.903	-1.805	-3.571	-4.118	-3.633	-4.608	-4.609	-4.330
4.35_1.50_hydrogenfluoride--thioacetone	-1.607	-1.922	-1.922	-4.243	-1.782	-1.840	-2.263	-2.032	-2.052	-2.052	-2.413
4.35_2.00_hydrogenfluoride--thioacetone	-0.682	-0.820	-0.821	-0.875	-0.928	-0.705	-0.895	-0.816	-0.818	-0.818	-0.928
4.36_0.80_hydrogenchloride--dimethyldisulfide	7.086	6.712	6.711	2.347	4.464	1.249	-0.083	0.729	0.642	0.622	0.557
4.36_0.85_hydrogenchloride--dimethyldisulfide	4.097	3.646	3.645	-1.157	1.604	-0.379	-1.674	-1.043	-1.395	-1.410	-1.849
4.36_0.90_hydrogenchloride--dimethyldisulfide	1.948	1.420	1.419	-3.674	-0.199	-1.796	-3.052	-2.603	-3.176	-3.188	-3.154
4.36_0.95_hydrogenchloride--dimethyldisulfide	0.399	-0.193	-0.193	-5.446	-1.308	-2.929	-4.145	-3.827	-4.502	-4.512	-3.728
4.36_1.00_hydrogenchloride--dimethyldisulfide	-0.675	-1.315	-1.315	-6.611	-1.965	-3.456	-4.629	-4.375	-5.017	-5.025	-3.854
4.36_1.05_hydrogenchloride--dimethyldisulfide	-1.363	-2.037	-2.037	-7.272	-2.330	-3.475	-4.602	-4.376	-4.893	-4.899	-3.731
4.36_1.10_hydrogenchloride--dimethyldisulfide	-1.746	-2.441	-2.442	-7.526	-2.510	-3.228	-4.308	-4.108	-4.474	-4.479	-3.486
4.36_1.25_hydrogenchloride--dimethyldisulfide	-1.828	-2.500	-2.500	-6.729	-2.508	-2.027	-2.952	-2.956	-3.059	-3.061	-2.625
4.36_1.50_hydrogenchloride--dimethyldisulfide	-1.205	-1.680	-1.680	-3.924	-1.943	-0.764	-1.415	-1.341	-1.400	-1.401	-1.590
4.36_2.00_hydrogenchloride--dimethyldisulfide	-0.549	-0.687	-0.687	-0.769	-0.843	-0.276	-0.516	-0.434	-0.468	-0.468	-0.658
4.37_0.80_hydrogenchloride--dimethylsulfide	5.866	5.549	5.547	3.965	2.844	0.325	-1.054	0.113	0.270	0.231	-0.500
4.37_0.85_hydrogenchloride--dimethylsulfide	2.813	2.405	2.404	0.337	-0.311	-1.422	-2.767	-1.781	-2.069	-2.096	-3.371
4.37_0.90_hydrogenchloride--dimethylsulfide	0.771	0.268	0.267	-2.181	-2.178	-2.465	-3.773	-2.998	-3.740	-3.761	-4.991
4.37_0.95_hydrogenchloride--dimethylsulfide	-0.643	-1.232	-1.233	-3.966	-3.209	-3.395	-4.666	-4.104	-5.214	-5.231	-5.711
4.37_1.00_hydrogenchloride--dimethylsulfide	-1.625	-2.279	-2.280	-5.213	-3.711	-4.173	-5.404	-5.003	-6.301	-6.315	-5.844
4.37_1.05_hydrogenchloride--dimethylsulfide	-2.274	-2.971	-2.972	-6.029	-3.889	-4.487	-5.676	-5.363	-6.636	-6.648	-5.629
4.37_1.10_hydrogenchloride--dimethylsulfide	-2.650	-3.375	-3.375	-6.490	-3.875	-4.351	-5.495	-5.219	-6.304	-6.313	-5.233
4.37_1.25_hydrogenchloride--dimethylsulfide	-2.680	-3.420	-3.420	-6.381	-3.389	-2.982	-3.979	-3.846	-4.238	-4.242	-3.845
4.37_1.50_hydrogenchloride--dimethylsulfide	-1.686	-2.236	-2.236	-4.268	-2.416	-1.123	-1.855	-1.778	-1.910	-1.911	-2.221
4.37_2.00_hydrogenchloride--dimethylsulfide	-0.678	-0.859	-0.859	-1.092	-0.944	-0.295	-0.591	-0.496	-0.563	-0.563	-0.831
4.38_0.80_hydrogenchloride--methanethiol	5.144	5.035	5.034	2.874	2.591	0.776	-0.233	0.709	0.001	-0.024	-0.505
4.38_0.85_hydrogenchloride--methanethiol	2.587	2.367	2.367	-0.181	0.121	-0.731	-1.716	-0.978	-2.214	-2.232	-2.839
4.38_0.90_hydrogenchloride--methanethiol	0.789	0.481	0.480	-2.350	-1.335	-2.017	-2.976	-2.428	-4.086	-4.100	-4.033
4.38_0.95_hydrogenchloride--methanethiol	-0.482	-0.863	-0.864	-3.885	-2.142	-3.091	-4.022	-3.605	-5.438	-5.450	-4.477
4.38_1.00_hydrogenchloride--methanethiol	-1.346	-1.783	-1.784	-4.916	-2.547	-3.610	-4.510	-4.159	-5.877	-5.887	-4.472
4.38_1.05_hydrogenchloride--methanethiol	-1.875	-2.354	-2.354	-5.528	-2.707	-3.612	-4.479	-4.162	-5.553	-5.561	-4.224
4.38_1.10_hydrogenchloride--methanethiol	-2.137	-2.646	-2.646	-5.800	-2.725	-3.343	-4.175	-3.890	-4.881	-4.887	-3.869
4.38_1.25_hydrogenchloride--methanethiol	-1.993	-2.512	-2.512	-5.313	-2.437	-2.078	-2.794	-2.721	-2.938	-2.940	-2.773
4.38_1.50_hydrogenchloride--methanethiol	-1.204	-1.592	-1.592	-3.274	-1.734	-0.746	-1.254	-1.165	-1.229	-1.230	-1.570
4.38_2.00_hydrogenchloride--methanethiol	-0.479	-0.590	-0.590	-0.681	-0.641	-0.222	-0.410	-0.335	-0.366	-0.367	-0.575
4.39_0.80_hydrogenchloride--P4S3	13.771	13.207	13.205	5.976	10.931	-0.917	-3.007	-2.365	-4.054	-4.068	0.524
4.39_0.85_hydrogenchloride--P4S3	9.244	8.624	8.623	1.119	6.156	-2.801	-4.835	-4.317	-6.205	-6.217	-1.388
4.39_0.90_hydrogenchloride--P4S3	5.802	5.112	5.110	-2.568	2.734	-3.947	-5.921	-5.433	-7.199	-7.209	-2.430
4.39_0.95_hydrogenchloride--P4S3	3.284	2.506	2.505	-5.257	0.336	-4.260	-6.171	-5.669	-7.061	-7.068	-2.921
4.39_1.00_hydrogenchloride--P4S3	1.541	0.663	0.662	-7.093	-1.289	-4.083	-5.926	-5.436	-6.371	-6.377	-3.078
4.39_1.05_hydrogenchloride--P4S3	0.412	-0.561	-0.562	-8.222	-2.332	-3.653	-5.424	-5.017	-5.559	-5.563	-3.045
4.39_1.10_hydrogenchloride--P4S3	-0.260	-1.305	-1.305	-8.786	-2.941	-3.119	-4.815	-4.565	-4.836	-4.839	-2.909
4.39_1.25_hydrogenchloride--P4S3	-0.814	-1.856	-1.857	-8.330	-3.198	-1.645	-3.097	-3.099	-3.113	-3.115	-2.283
4.39_1.50_hydrogenchloride--P4S3	-0.516	-1.203	-1.204	-5.011	-1.897	-0.532	-1.550	-1.461	-1.461	-1.461	-1.354
4.39_2.00_hydrogenchloride--P4S3	-0.156	-0.358	-0.358	-0.557	-0.525	-0.186	-0.559	-0.439	-0.439	-0.439	-0.455
4.40_0.80_hydrogenchloride--sulfane	4.051	4.066	4.066	1.435	2.143	0.970	0.343	0.950	-0.606	-0.619	-0.498
4.40_0.85_hydrogenchloride--sulfane	1.955	1.887	1.887	-1.023	0.373	-0.634	-1.247	-0.818	-2.813	-2.823	-2.197
4.40_0.90_hydrogenchloride--sulfane	0.461	0.334	0.334	-2.756	-0.661	-1.967	-2.563	-2.226	-4.373	-4.382	-2.963
4.40_0.95_hydrogenchloride--sulfane	-0.559	-0.736	-0.736	-3.920	-1.238	-2.650	-3.228	-2.907	-4.858	-4.866	-3.168
4.40_1.00_hydrogenchloride--sulfane	-1.192	-1.412	-1.412	-4.617	-1.539	-2.762	-3.320	-3.003	-4.514	-4.520	-3.069
4.40_1.05_hydrogenchloride--sulfane	-1.519	-1.775	-1.775	-4.935	-1.674	-2.581	-3.117	-2.826	-3.835	-3.839	-2.828
4.40_1.10_hydrogenchloride--sulfane	-1.627	-1.907	-1.907	-4.966	-1.715	-2.261	-2.774	-2.541	-3.126	-3.129	-2.539
4.40_1.25_hydrogenchloride--sulfane	-1.356	-1.644	-1.644	-4.147	-1.593	-1.238	-1.674	-1.593	-1.646	-1.647	-1.752
4.40_1.50_hydrogenchloride--sulfane	-0.803	-1.031	-1.031	-2.279	-1.133	-0.425	-0.722	-0.659	-0.663	-0.663	-0.964
4.40_2.00_hydrogenchloride--sulfane	-0.316	-0.373	-0.373	-0.389	-0.414	-0.143	-0.242	-0.193	-0.195	-0.196	-0.349
4.41_0.80_hydrogenchloride--tetrahydrothiophene	5.813	5.243	5.240	3.853	2.018	-0.577	-2.332	-1.001	-1.086	-1.126	-1.254
4.41_0.85_hydrogenchloride--tetrahydrothiophene	2.584	1.901	1.898	0.001	-1.249	-2.428	-4.137	-3.018	-3.488	-3.518	-4.240
4.41_0.90_hydrogenchloride--tetrahydrothiophene	0.453	-0.338	-0.341	-2.649	-3.166	-3.374	-5.035	-4.167	-5.059	-5.083	-5.958
4.41_0.95_hydrogenchloride--tetrahydrothiophene	-1.001	-1.881	-1.884	-4.506	-4.204	-4.138	-5.750	-5.137	-6.401	-6.421	-6.733
4.41_1.00_hydrogenchloride--tetrahydrothiophene	-2.002	-2.943	-2.946	-5.793	-4.684	-4.845	-6.405	-5.991	-7.471	-7.487	-6.876
4.41_1.05_hydrogenchloride--tetrahydrothiophene	-2.661	-3.639	-3.640	-6.636	-4.822	-5.195	-6.700	-6.399	-7.881	-7.894	-6.634
4.41_1.10_hydrogenchloride--tetrahydrothiophene	-3.046	-4.039	-4.040	-7.114	-4.759	-5.078	-6.526	-6.275	-7.569	-7.581	-6.186
4.41_1.25_hydrogenchloride--tetrahydrothiophene	-3.070	-4.033	-4.034	-7.007	-4.108	-3.581	-4.844	-4.711	-5.167	-5.172	-4.579
4.41_1.50_hydrogenchloride--tetrahydrothiophene	-1.957	-2.656	-2.657	-4.756	-2.891	-1.416	-2.351	-2.275	-2.353	-2.355	-2.655
4.41_2.00_hydrogenchloride--tetrahydrothiophene	-0.789	-1.033	-1.033	-1.309	-1.134	-0.370	-0.763	-0.648	-0.684	-0.684	-0.983
4.42_0.80_hydrogenchloride--thioacetone	3.434	3.207	3.199	1.231	0.623	-1.288	-2.450	-1.190	-2.339	-2.437	-1.758
4.42_0.85_hydrogenchloride--thioacetone	0.947	0.692	0.686	-1.708	-1.653	-2.603	-3.740	-2.721	-4.425	-4.494	-4.190
4.42_0.90_hydrogenchloride--thioacetone	-0.736	-1.022	-1.026	-3.736	-2.942	-3.611	-4.725	-3.918	-6.107	-6.155	-5.442
4.42_0.95_hydrogenchloride--thioacetone	-1.881	-2.202	-2.204	-5.134	-3.607	-4.535	-5.618	-4.951	-7.379	-7.413	-5.894
4.42_1.00_hydrogenchloride--thioacetone	-2.623	-2.984	-2.985	-6.050	-3.888	-5.050	-6.099	-5.495	-7.825	-7.849	-5.848
4.42_1.05_hydrogenchloride--thioacetone	-3.040	-3.445	-3.446	-6.573	-3.939	-5.036	-6.048	-5.480	-7.424	-7.440	-5.527
4.42_1.10_hydrogenchloride--thioacetone	-3.200	-3.651	-3.652	-6.777	-3.859	-4.708	-5.681	-5.159	-6.582	-6.593	-5.075
4.42_1.25_hydrogenchloride--thioacetone	-2.790	-3.335	-3.335	-6.150	-3.317	-3.170	-4.019	-3.807	-4.079	-4.083	-3.666
4.42_1.50_hydrogenchloride--thioacetone	-1.690	-2.173	-2.173	-3.910	-2.309	-1.352	-1.980	-1.883	-1.888	-1.890	-2.083
4.42_2.00_hydrogenchloride--thioacetone	-0.684	-0.843	-0.844	-0.957	-0.938	-0.433	-0.690	-0.610	-0.611	-0.612	-0.778
4.43_0.80_hydrogenbromide--dimethyldisulfide	9.316	8.990	8.988	5.974	8.327	8.269	6.849	7.320	7.472	7.417	0.928
4.43_0.85_hydrogenbromide--dimethyldisulfide	5.724	5.327	5.326	1.590	4.572	5.268	3.884	4.228	4.178	4.138	-1.807
4.43_0.90_hydrogenbromide--dimethyldisulfide	3.093	2.614	2.613	-1.773	2.080	2.842	1.496	1.714	1.485	1.454	-3.380
4.43_0.95_hydrogenbromide--dimethyldisulfide	1.173	0.610	0.609	-4.303	0.445	0.853	-0.454	-0.313	-0.653	-0.677	-4.143
4.43_1.00_hydrogenbromide--dimethyldisulfide	-0.177	-0.815	-0.816	-6.111	-0.611	-0.426	-1.692	-1.582	-1.944	-1.964	-4.388
4.43_1.05_hydrogenbromide--dimethyldisulfide	-1.061	-1.759	-1.759	-7.292	-1.281	-1.070	-2.291	-2.198	-2.514	-2.528	-4.331
4.43_1.10_hydrogenbromide--dimethyldisulfide	-1.578	-2.318	-2.318	-7.947	-1.695	-1.341	-2.517	-2.444	-2.681	-2.692	-4.113
4.43_1.25_hydrogenbromide--dimethyldisulfide	-1.825	-2.577	-2.577	-7.798	-2.127	-1.188	-2.212	-2.308	-2.382	-2.387	-3.216
4.43_1.50_hydrogenbromide--dimethyldisulfide	-1.203	-1.745	-1.745	-4.972	-1.845	-0.544	-1.290	-1.256	-1.300	-1.302	-2.037
4.43_2.00_hydrogenbromide--dimethyldisulfide	-0.529	-0.693	-0.693	-0.902	-0.817	-0.197	-0.491	-0.401	-0.426	-0.427	-0.909
4.44_0.80_hydrogenbromide--dimethylsulfide	8.679	8.414	8.412	8.254	9.168	11.416	9.941	10.715	11.354	11.235	0.583
4.44_0.85_hydrogenbromide--dimethylsulfide	4.849	4.507	4.505	4.018	4.548	7.093	5.651	6.317	6.601	6.519	-2.813
4.44_0.90_hydrogenbromide--dimethylsulfide	2.229	1.800	1.798	0.866	1.546	4.418	3.011	3.536	3.452	3.391	-4.925
4.44_0.95_hydrogenbromide--dimethylsulfide	0.385	-0.139	-0.140	-1.550	-0.357	2.391	1.019	1.386	0.968	0.919	-6.033
4.44_1.00_hydrogenbromide--dimethylsulfide	-0.928	-1.540	-1.541	-3.404	-1.524	0.638	-0.696	-0.458	-1.119	-1.158	-6.426
4.44_1.05_hydrogenbromide--dimethylsulfide	-1.837	-2.523	-2.523	-4.781	-2.206	-0.674	-1.967	-1.808	-2.575	-2.608	-6.358
4.44_1.10_hydrogenbromide--dimethylsulfide	-2.420	-3.160	-3.160	-5.736	-2.575	-1.400	-2.650	-2.532	-3.271	-3.298	-6.023
4.44_1.25_hydrogenbromide--dimethylsulfide	-2.801	-3.606	-3.606	-6.658	-2.775	-1.677	-2.787	-2.741	-3.074	-3.087	-4.543
4.44_1.50_hydrogenbromide--dimethylsulfide	-1.830	-2.466	-2.466	-5.069	-2.273	-0.834	-1.684	-1.695	-1.792	-1.797	-2.645
4.44_2.00_hydrogenbromide--dimethylsulfide	-0.719	-0.948	-0.948	-1.474	-0.981	-0.223	-0.601	-0.503	-0.554	-0.556	-1.012
4.45_0.80_hydrogenbromide--methanethiol	7.000	6.945	6.944	6.196	6.577	8.006	6.937	7.564	7.348	7.282	0.319
4.45_0.85_hydrogenbromide--methanethiol	3.948	3.775	3.774	2.485	3.183	5.043	3.997	4.452	3.845	3.796	-2.389
4.45_0.90_hydrogenbromide--methanethiol	1.753	1.482	1.482	-0.337	1.017	2.721	1.700	1.997	1.056	1.018	-3.887
4.45_0.95_hydrogenbromide--methanethiol	0.170	-0.185	-0.185	-2.469	-0.333	0.784	-0.210	-0.007	-1.131	-1.162	-4.546
4.45_1.00_hydrogenbromide--methanethiol	-0.928	-1.356	-1.356	-4.016	-1.147	-0.505	-1.469	-1.297	-2.410	-2.435	-4.675
4.45_1.05_hydrogenbromide--methanethiol	-1.628	-2.115	-2.115	-5.054	-1.617	-1.147	-2.080	-1.918	-2.860	-2.879	-4.502
4.45_1.10_hydrogenbromide--methanethiol	-2.009	-2.541	-2.541	-5.662	-1.870	-1.405	-2.303	-2.158	-2.854	-2.869	-4.179
4.45_1.25_hydrogenbromide--methanethiol	-2.016	-2.585	-2.585	-5.758	-2.012	-1.206	-1.991	-2.013	-2.175	-2.181	-3.056
4.45_1.50_hydrogenbromide--methanethiol	-1.219	-1.654	-1.654	-3.868	-1.604	-0.521	-1.096	-1.056	-1.102	-1.104	-1.751
4.45_2.00_hydrogenbromide--methanethiol	-0.472	-0.602	-0.602	-0.814	-0.613	-0.154	-0.380	-0.306	-0.328	-0.329	-0.652
4.46_0.80_hydrogenbromide--P4S3	14.177	13.612	13.610	7.613	10.518	4.194	1.988	2.122	1.041	1.007	1.496
4.46_0.85_hydrogenbromide--P4S3	9.149	8.535	8.534	1.978	6.069	1.169	-0.982	-0.950	-2.132	-2.161	-0.666
4.46_0.90_hydrogenbromide--P4S3	5.366	4.685	4.684	-2.315	3.026	-0.769	-2.860	-2.783	-3.863	-3.886	-1.923
4.46_0.95_hydrogenbromide--P4S3	2.657	1.887	1.886	-5.434	0.997	-1.722	-3.751	-3.570	-4.400	-4.418	-2.588
4.46_1.00_hydrogenbromide--P4S3	0.841	-0.037	-0.038	-7.561	-0.317	-2.090	-4.052	-3.799	-4.340	-4.353	-2.883
4.46_1.05_hydrogenbromide--P4S3	-0.280	-1.272	-1.273	-8.881	-1.138	-2.113	-4.005	-3.767	-4.069	-4.079	-2.953
4.46_1.10_hydrogenbromide--P4S3	-0.896	-1.986	-1.987	-9.569	-1.629	-1.948	-3.766	-3.635	-3.781	-3.788	-2.889
4.46_1.25_hydrogenbromide--P4S3	-1.199	-2.346	-2.346	-9.245	-2.048	-1.165	-2.741	-2.836	-2.843	-2.846	-2.364
4.46_1.50_hydrogenbromide--P4S3	-0.623	-1.379	-1.379	-5.774	-1.490	-0.393	-1.525	-1.463	-1.463	-1.464	-1.450
4.46_2.00_hydrogenbromide--P4S3	-0.158	-0.382	-0.382	-0.714	-0.516	-0.126	-0.559	-0.420	-0.420	-0.421	-0.486
4.47_0.80_hydrogenbromide--sulfane	4.921	4.935	4.935	3.371	3.989	5.548	4.892	5.249	4.226	4.194	0.037
4.47_0.85_hydrogenbromide--sulfane	2.558	2.481	2.481	0.357	1.792	2.997	2.355	2.546	1.232	1.204	-1.850
4.47_0.90_hydrogenbromide--sulfane	0.855	0.715	0.715	-1.871	0.435	0.969	0.343	0.472	-0.936	-0.959	-2.761
4.47_0.95_hydrogenbromide--sulfane	-0.311	-0.503	-0.503	-3.435	-0.384	-0.249	-0.857	-0.712	-1.982	-2.000	-3.071
4.47_1.00_hydrogenbromide--sulfane	-1.034	-1.272	-1.272	-4.436	-0.866	-0.825	-1.413	-1.244	-2.216	-2.230	-3.045
4.47_1.05_hydrogenbromide--sulfane	-1.413	-1.689	-1.689	-4.976	-1.141	-1.045	-1.611	-1.448	-2.088	-2.097	-2.851
4.47_1.10_hydrogenbromide--sulfane	-1.549	-1.851	-1.851	-5.165	-1.288	-1.065	-1.607	-1.489	-1.853	-1.860	-2.591
4.47_1.25_hydrogenbromide--sulfane	-1.307	-1.620	-1.620	-4.573	-1.367	-0.721	-1.186	-1.172	-1.204	-1.206	-1.825
4.47_1.50_hydrogenbromide--sulfane	-0.766	-1.009	-1.009	-2.643	-1.027	-0.279	-0.603	-0.572	-0.575	-0.576	-1.024
4.47_2.00_hydrogenbromide--sulfane	-0.295	-0.356	-0.356	-0.396	-0.364	-0.092	-0.204	-0.159	-0.160	-0.161	-0.379
4.48_0.80_hydrogenbromide--thioacetone	5.180	4.930	4.921	4.423	4.823	7.496	6.260	7.183	6.523	6.338	-0.759
4.48_0.85_hydrogenbromide--thioacetone	2.313	2.036	2.029	1.042	1.660	4.405	3.195	3.897	2.869	2.740	-3.694
4.48_0.90_hydrogenbromide--thioacetone	0.298	-0.011	-0.015	-1.521	-0.327	2.190	1.004	1.503	0.125	0.033	-5.367
4.48_0.95_hydrogenbromide--thioacetone	-1.136	-1.480	-1.482	-3.469	-1.539	0.317	-0.840	-0.468	-2.064	-2.131	-6.130
4.48_1.00_hydrogenbromide--thioacetone	-2.121	-2.504	-2.505	-4.899	-2.248	-1.070	-2.194	-1.862	-3.463	-3.513	-6.290
4.48_1.05_hydrogenbromide--thioacetone	-2.735	-3.160	-3.161	-5.872	-2.633	-1.808	-2.895	-2.564	-3.963	-3.999	-6.087
4.48_1.10_hydrogenbromide--thioacetone	-3.043	-3.513	-3.514	-6.448	-2.814	-2.086	-3.134	-2.808	-3.878	-3.905	-5.690
4.48_1.25_hydrogenbromide--thioacetone	-2.846	-3.421	-3.422	-6.521	-2.775	-1.806	-2.731	-2.599	-2.833	-2.843	-4.240
4.48_1.50_hydrogenbromide--thioacetone	-1.750	-2.278	-2.279	-4.543	-2.133	-0.894	-1.597	-1.555	-1.560	-1.564	-2.471
4.48_2.00_hydrogenbromide--thioacetone	-0.692	-0.877	-0.878	-1.138	-0.900	-0.309	-0.617	-0.537	-0.538	-0.540	-0.975
4.49_0.80_hydrogeniodide--dimethyldisulfide	2.210	1.529	3.654	2.826	4.853	0.575	-1.434	-0.934	-0.450	-0.898	1.348
4.49_0.85_hydrogeniodide--dimethyldisulfide	0.301	-0.500	0.883	-0.008	1.716	-0.584	-2.552	-2.232	-1.934	-2.265	-1.581
4.49_0.90_hydrogeniodide--dimethyldisulfide	-1.001	-1.919	-1.020	-2.000	-0.233	-1.721	-3.645	-3.500	-3.376	-3.631	-3.302
4.49_0.95_hydrogeniodide--dimethyldisulfide	-1.864	-2.892	-2.307	-3.387	-1.402	-2.718	-4.594	-4.561	-4.565	-4.765	-4.172
4.49_1.00_hydrogeniodide--dimethyldisulfide	-2.386	-3.504	-3.123	-4.300	-2.067	-3.190	-5.013	-5.035	-5.107	-5.262	-4.488
